CCDS-r9	CCDS-r11	CCDS-r12	CCDS-r14	CCDS-r15
DECR2	DECR2	DECR2	DECR2	DECR2
SOLH	SOLH	CAPN15	CAPN15	CAPN15
PIGQ	PIGQ	PIGQ	PIGQ	PIGQ
RAB40C	RAB40C	RAB40C	RAB40C	RAB40C
WFIKKN1	WFIKKN1	WFIKKN1	WFIKKN1	WFIKKN1
FAM195A	FAM195A	FAM195A	FAM195A	FAM195A
RHOT2	RHOT2	RHOT2	RHOT2	RHOT2
RHBDL1	RHBDL1	RHBDL1	RHBDL1	RHBDL1
STUB1	STUB1	STUB1	STUB1	STUB1
WDR24	WDR24	WDR24	WDR24	WDR24
FBXL16	FBXL16	FBXL16	FBXL16	FBXL16
METRN	METRN	METRN	METRN	METRN
FAM173A	FAM173A	FAM173A	FAM173A	FAM173A
NARFL	NARFL	NARFL	NARFL	NARFL
RPUSD1	RPUSD1	RPUSD1	RPUSD1	RPUSD1
GNG13	GNG13	GNG13	GNG13	GNG13
SOX8	SOX8	SOX8	SOX8	SOX8
SSTR5	SSTR5	SSTR5	SSTR5	SSTR5
TPSG1	TPSG1	TPSG1	TPSG1	TPSG1
TPSAB1	TPSAB1	TPSAB1	TPSAB1	TPSAB1
TPSD1	TPSD1	TPSD1	TPSD1	TPSD1
UBE2I	UBE2I	UBE2I	UBE2I	UBE2I
BAIAP3	BAIAP3	BAIAP3	BAIAP3	BAIAP3
TSR3	TSR3	TSR3	TSR3	TSR3
GNPTG	GNPTG	GNPTG	GNPTG	GNPTG
UNKL	UNKL	UNKL	UNKL	UNKL
IFT140	IFT140	IFT140	IFT140	IFT140
CRAMP1L	CRAMP1L	CRAMP1L	CRAMP1L	CRAMP1L
HN1L	HN1L	HN1L	HN1L	HN1L
MAPK8IP3	MAPK8IP3	MAPK8IP3	MAPK8IP3	MAPK8IP3
NME3	NME3	NME3	NME3	NME3
MRPS34	MRPS34	MRPS34	MRPS34	MRPS34
NUBP2	NUBP2	NUBP2	NUBP2	NUBP2
IGFALS	IGFALS	IGFALS	IGFALS	IGFALS
HAGH	HAGH	HAGH	HAGH	HAGH
FAHD1	FAHD1	FAHD1	FAHD1	FAHD1
C16orf73	MEIOB	MEIOB	MEIOB	MEIOB
RPL3L	RPL3L	RPL3L	RPL3L	RPL3L
NDUFB10	NDUFB10	NDUFB10	NDUFB10	NDUFB10
RPS2	RPS2	RPS2	RPS2	RPS2
TBL3	TBL3	TBL3	TBL3	TBL3
NOXO1	NOXO1	NOXO1	NOXO1	NOXO1
SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3
NTHL1	NTHL1	NTHL1	NTHL1	NTHL1
TSC2	TSC2	TSC2	TSC2	TSC2
RAB26	RAB26	RAB26	RAB26	RAB26
TRAF7	TRAF7	TRAF7	TRAF7	TRAF7
MLST8	MLST8	MLST8	MLST8	MLST8
C16orf79	BRICD5	BRICD5	BRICD5	BRICD5
ECI1	ECI1	ECI1	ECI1	ECI1
RNPS1	RNPS1	RNPS1	RNPS1	RNPS1
ABCA3	ABCA3	ABCA3	ABCA3	ABCA3
CCNF	CCNF	CCNF	CCNF	CCNF
C16orf59	C16orf59	C16orf59	C16orf59	C16orf59
NTN3	NTN3	NTN3	NTN3	NTN3
ATP6V0C	ATP6V0C	ATP6V0C	ATP6V0C	ATP6V0C
AMDHD2	AMDHD2	AMDHD2	AMDHD2	AMDHD2
PDPK1	PDPK1	PDPK1	PDPK1	PDPK1
KCTD5	KCTD5	KCTD5	KCTD5	KCTD5
PRSS27	PRSS27	PRSS27	PRSS27	PRSS27
PRSS21	PRSS21	PRSS21	PRSS21	PRSS21
ZG16B	ZG16B	ZG16B	ZG16B	ZG16B
PRSS22	PRSS22	PRSS22	PRSS22	PRSS22
FLYWCH2	FLYWCH2	FLYWCH2	FLYWCH2	FLYWCH2
KREMEN2	KREMEN2	KREMEN2	KREMEN2	KREMEN2
PAQR4	PAQR4	PAQR4	PAQR4	PAQR4
PKMYT1	PKMYT1	PKMYT1	PKMYT1	PKMYT1
CLDN9	CLDN9	CLDN9	CLDN9	CLDN9
CLDN6	CLDN6	CLDN6	CLDN6	CLDN6
TNFRSF12A	TNFRSF12A	TNFRSF12A	TNFRSF12A	TNFRSF12A
HCFC1R1	HCFC1R1	HCFC1R1	HCFC1R1	HCFC1R1
THOC6	THOC6	THOC6	THOC6	THOC6
MMP25	MMP25	MMP25	MMP25	MMP25
ZSCAN10	ZSCAN10	ZSCAN10	ZSCAN10	ZSCAN10
ZNF205	ZNF205	ZNF205	ZNF205	ZNF205
ZNF213	ZNF213	ZNF213	ZNF213	ZNF213
OR1F1	OR1F1	OR1F1	OR1F1	OR1F1
ZNF200	ZNF200	ZNF200	ZNF200	ZNF200
MEFV	MEFV	MEFV	MEFV	MEFV
ZNF263	ZNF263	ZNF263	ZNF263	ZNF263
TIGD7	TIGD7	TIGD7	TIGD7	TIGD7
ZNF75A	ZNF75A	ZNF75A	ZNF75A	ZNF75A
OR2C1	OR2C1	OR2C1	OR2C1	OR2C1
ZNF434	ZNF434	ZSCAN32	ZSCAN32	ZSCAN32
ZNF174	ZNF174	ZNF174	ZNF174	ZNF174
ZNF597	ZNF597	ZNF597	ZNF597	ZNF597
SLX4	SLX4	SLX4	SLX4	SLX4
DNASE1	DNASE1	DNASE1	DNASE1	DNASE1
TRAP1	TRAP1	TRAP1	TRAP1	TRAP1
CREBBP	CREBBP	CREBBP	CREBBP	CREBBP
TFAP4	TFAP4	TFAP4	TFAP4	TFAP4
GLIS2	GLIS2	GLIS2	GLIS2	GLIS2
PAM16	PAM16	PAM16	PAM16	PAM16
CORO7	CORO7	CORO7	CORO7	CORO7
VASN	VASN	VASN	VASN	VASN
DNAJA3	DNAJA3	DNAJA3	DNAJA3	DNAJA3
NMRAL1	NMRAL1	NMRAL1	NMRAL1	NMRAL1
HMOX2	HMOX2	HMOX2	HMOX2	HMOX2
FAM100A	UBALD1	UBALD1	UBALD1	UBALD1
NUDT16L1	NUDT16L1	NUDT16L1	NUDT16L1	NUDT16L1
ANKS3	ANKS3	ANKS3	ANKS3	ANKS3
C16orf71	C16orf71	C16orf71	C16orf71	C16orf71
SEPT12	SEPT12	SEPT12	SEPT12	SEPT12
ROGDI	ROGDI	ROGDI	ROGDI	ROGDI
GLYR1	GLYR1	GLYR1	GLYR1	GLYR1
UBN1	UBN1	UBN1	UBN1	UBN1
PPL	PPL	PPL	PPL	PPL
NAGPA	NAGPA	NAGPA	NAGPA	NAGPA
ALG1	ALG1	ALG1	ALG1	ALG1
FAM86A	FAM86A	FAM86A	FAM86A	FAM86A
RBFOX1	RBFOX1	RBFOX1	RBFOX1	RBFOX1
METTL22	METTL22	METTL22	METTL22	METTL22
ABAT	ABAT	ABAT	ABAT	ABAT
TMEM186	TMEM186	TMEM186	TMEM186	TMEM186
PMM2	PMM2	PMM2	PMM2	PMM2
CARHSP1	CARHSP1	CARHSP1	CARHSP1	CARHSP1
C16orf72	C16orf72	C16orf72	C16orf72	C16orf72
GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A
ATF7IP2	ATF7IP2	ATF7IP2	ATF7IP2	ATF7IP2
EMP2	EMP2	EMP2	EMP2	EMP2
TEKT5	TEKT5	TEKT5	TEKT5	TEKT5
NUBP1	NUBP1	NUBP1	NUBP1	NUBP1
CIITA	CIITA	CIITA	CIITA	CIITA
DEXI	DEXI	DEXI	DEXI	DEXI
SOCS1	SOCS1	SOCS1	SOCS1	SOCS1
PRM1	PRM1	PRM1	PRM1	PRM1
RMI2	RMI2	RMI2	RMI2	RMI2
SNN	SNN	SNN	SNN	SNN
ZC3H7A	ZC3H7A	ZC3H7A	ZC3H7A	ZC3H7A
RSL1D1	RSL1D1	RSL1D1	RSL1D1	RSL1D1
TNFRSF17	TNFRSF17	TNFRSF17	TNFRSF17	TNFRSF17
SNX29	SNX29	SNX29	SNX29	SNX29
BFAR	BFAR	BFAR	BFAR	BFAR
PLA2G10	PLA2G10	PLA2G10	PLA2G10	PLA2G10
NOMO1	NOMO1	NOMO1	NOMO1	NOMO1
NPIP	NPIP	NPIPA1	NPIPA1	NPIPA1
NTAN1	NTAN1	NTAN1	NTAN1	NTAN1
RRN3	RRN3	RRN3	RRN3	RRN3
MPV17L	MPV17L	MPV17L	MPV17L	MPV17L
C16orf45	C16orf45	C16orf45	C16orf45	C16orf45
KIAA0430	KIAA0430	KIAA0430	KIAA0430	KIAA0430
NDE1	NDE1	NDE1	NDE1	NDE1
MYH11	MYH11	MYH11	MYH11	MYH11
FOPNL	FOPNL	FOPNL	FOPNL	FOPNL
ABCC6	ABCC6	ABCC6	ABCC6	ABCC6
XYLT1	XYLT1	XYLT1	XYLT1	XYLT1
NOMO2	NOMO2	NOMO2	NOMO2	NOMO2
RPS15A	RPS15A	RPS15A	RPS15A	RPS15A
ARL6IP1	ARL6IP1	ARL6IP1	ARL6IP1	ARL6IP1
TMC7	TMC7	TMC7	TMC7	TMC7
COQ7	COQ7	COQ7	COQ7	COQ7
SYT17	SYT17	SYT17	SYT17	SYT17
TMC5	TMC5	TMC5	TMC5	TMC5
GDE1	GDE1	GDE1	GDE1	GDE1
CCP110	CCP110	CCP110	CCP110	CCP110
IQCK	IQCK	IQCK	IQCK	IQCK
GPRC5B	GPRC5B	GPRC5B	GPRC5B	GPRC5B
GP2	GP2	GP2	GP2	GP2
UMOD	UMOD	UMOD	UMOD	UMOD
PDILT	PDILT	PDILT	PDILT	PDILT
ACSM5	ACSM5	ACSM5	ACSM5	ACSM5
ACSM2B	ACSM2B	ACSM2B	ACSM2B	ACSM2B
ACSM1	ACSM1	ACSM1	ACSM1	ACSM1
THUMPD1	THUMPD1	THUMPD1	THUMPD1	THUMPD1
ACSM3	ACSM3	ACSM3	ACSM3	ACSM3
ERI2	ERI2	ERI2	ERI2	ERI2
LOC81691	LOC81691	LOC81691	LOC81691	LOC81691
DCUN1D3	DCUN1D3	DCUN1D3	DCUN1D3	DCUN1D3
LYRM1	LYRM1	LYRM1	LYRM1	LYRM1
DNAH3	DNAH3	DNAH3	DNAH3	DNAH3
TMEM159	TMEM159	TMEM159	TMEM159	TMEM159
ZP2	ZP2	ZP2	ZP2	ZP2
CRYM	CRYM	CRYM	CRYM	CRYM
METTL9	METTL9	METTL9	METTL9	METTL9
IGSF6	IGSF6	IGSF6	IGSF6	IGSF6
OTOA	OTOA	OTOA	OTOA	OTOA
UQCRC2	UQCRC2	UQCRC2	UQCRC2	UQCRC2
PDZD9	PDZD9	PDZD9	PDZD9	PDZD9
EEF2K	EEF2K	EEF2K	EEF2K	EEF2K
POLR3E	POLR3E	POLR3E	POLR3E	POLR3E
HS3ST2	HS3ST2	HS3ST2	HS3ST2	HS3ST2
USP31	USP31	USP31	USP31	USP31
SCNN1G	SCNN1G	SCNN1G	SCNN1G	SCNN1G
SCNN1B	SCNN1B	SCNN1B	SCNN1B	SCNN1B
COG7	COG7	COG7	COG7	COG7
GGA2	GGA2	GGA2	GGA2	GGA2
UBFD1	UBFD1	UBFD1	UBFD1	UBFD1
NDUFAB1	NDUFAB1	NDUFAB1	NDUFAB1	NDUFAB1
DCTN5	DCTN5	DCTN5	DCTN5	DCTN5
PLK1	PLK1	PLK1	PLK1	PLK1
CHP2	CHP2	CHP2	CHP2	CHP2
PRKCB	PRKCB	PRKCB	PRKCB	PRKCB
CACNG3	CACNG3	CACNG3	CACNG3	CACNG3
RBBP6	RBBP6	RBBP6	RBBP6	RBBP6
TNRC6A	TNRC6A	TNRC6A	TNRC6A	TNRC6A
SLC5A11	SLC5A11	SLC5A11	SLC5A11	SLC5A11
AQP8	AQP8	AQP8	AQP8	AQP8
KDM8	KDM8	KDM8	KDM8	KDM8
NSMCE1	NSMCE1	NSMCE1	NSMCE1	NSMCE1
IL4R	IL4R	IL4R	IL4R	IL4R
IL21R	IL21R	IL21R	IL21R	IL21R
GSG1L	GSG1L	GSG1L	GSG1L	GSG1L
CLN3	CLN3	CLN3	CLN3	CLN3
IL27	IL27	IL27	IL27	IL27
NUPR1	NUPR1	NUPR1	NUPR1	NUPR1
CCDC101	CCDC101	CCDC101	CCDC101	CCDC101
SULT1A2	SULT1A2	SULT1A2	SULT1A2	SULT1A2
SULT1A1	SULT1A1	SULT1A1	SULT1A1	SULT1A1
EIF3C	EIF3C	EIF3C	EIF3C	EIF3C
ATXN2L	ATXN2L	ATXN2L	ATXN2L	ATXN2L
TUFM	TUFM	TUFM	TUFM	TUFM
ATP2A1	ATP2A1	ATP2A1	ATP2A1	ATP2A1
CD19	CD19	CD19	CD19	CD19
NFATC2IP	NFATC2IP	NFATC2IP	NFATC2IP	NFATC2IP
SPNS1	SPNS1	SPNS1	SPNS1	SPNS1
LAT	LAT	LAT	LAT	LAT
SLX1B	SLX1B	SLX1B	SLX1B	SLX1B
SPN	SPN	SPN	SPN	SPN
QPRT	QPRT	QPRT	QPRT	QPRT
C16orf54	C16orf54	C16orf54	C16orf54	C16orf54
KIF22	KIF22	KIF22	KIF22	KIF22
PRRT2	PRRT2	PRRT2	PRRT2	PRRT2
C16orf53	PAGR1	PAGR1	PAGR1	PAGR1
MVP	MVP	MVP	MVP	MVP
CDIPT	CDIPT	CDIPT	CDIPT	CDIPT
SEZ6L2	SEZ6L2	SEZ6L2	SEZ6L2	SEZ6L2
ASPHD1	ASPHD1	ASPHD1	ASPHD1	ASPHD1
KCTD13	KCTD13	KCTD13	KCTD13	KCTD13
TAOK2	TAOK2	TAOK2	TAOK2	TAOK2
HIRIP3	HIRIP3	HIRIP3	HIRIP3	HIRIP3
INO80E	INO80E	INO80E	INO80E	INO80E
DOC2A	DOC2A	DOC2A	DOC2A	DOC2A
FAM57B	FAM57B	FAM57B	FAM57B	FAM57B
ALDOA	ALDOA	ALDOA	ALDOA	ALDOA
PPP4C	PPP4C	PPP4C	PPP4C	PPP4C
TBX6	TBX6	TBX6	TBX6	TBX6
GDPD3	GDPD3	GDPD3	GDPD3	GDPD3
MAPK3	MAPK3	MAPK3	MAPK3	MAPK3
CORO1A	CORO1A	CORO1A	CORO1A	CORO1A
SULT1A3	SULT1A3	SULT1A3	SULT1A3	SULT1A3
CD2BP2	CD2BP2	CD2BP2	CD2BP2	CD2BP2
TBC1D10B	TBC1D10B	TBC1D10B	TBC1D10B	TBC1D10B
MYLPF	MYLPF	MYLPF	MYLPF	MYLPF
SEPT1	SEPT1	SEPT1	SEPT1	SEPT1
ZNF48	ZNF48	ZNF48	ZNF48	ZNF48
DCTPP1	DCTPP1	DCTPP1	DCTPP1	DCTPP1
ZNF768	ZNF768	ZNF768	ZNF768	ZNF768
ZNF747	ZNF747	ZNF747	ZNF747	ZNF747
ZNF764	ZNF764	ZNF764	ZNF764	ZNF764
ZNF688	ZNF688	ZNF688	ZNF688	ZNF688
ZNF785	ZNF785	ZNF785	ZNF785	ZNF785
ZNF689	ZNF689	ZNF689	ZNF689	ZNF689
PRR14	PRR14	PRR14	PRR14	PRR14
SRCAP	SRCAP	SRCAP	SRCAP	SRCAP
PHKG2	PHKG2	PHKG2	PHKG2	PHKG2
RNF40	RNF40	RNF40	RNF40	RNF40
BCL7C	BCL7C	BCL7C	BCL7C	BCL7C
CTF1	CTF1	CTF1	CTF1	CTF1
ORAI3	ORAI3	ORAI3	ORAI3	ORAI3
HSD3B7	HSD3B7	HSD3B7	HSD3B7	HSD3B7
STX1B	STX1B	STX1B	STX1B	STX1B
STX4	STX4	STX4	STX4	STX4
ZNF668	ZNF668	ZNF668	ZNF668	ZNF668
ZNF646	ZNF646	ZNF646	ZNF646	ZNF646
VKORC1	VKORC1	VKORC1	VKORC1	VKORC1
BCKDK	BCKDK	BCKDK	BCKDK	BCKDK
KAT8	KAT8	KAT8	KAT8	KAT8
FUS	FUS	FUS	FUS	FUS
PYCARD	PYCARD	PYCARD	PYCARD	PYCARD
PYDC1	PYDC1	PYDC1	PYDC1	PYDC1
ITGAX	ITGAX	ITGAX	ITGAX	ITGAX
COX6A2	COX6A2	COX6A2	COX6A2	COX6A2
TGFB1I1	TGFB1I1	TGFB1I1	TGFB1I1	TGFB1I1
SLC5A2	SLC5A2	SLC5A2	SLC5A2	SLC5A2
C16orf58	C16orf58	C16orf58	C16orf58	C16orf58
AHSP	AHSP	AHSP	AHSP	AHSP
SHCBP1	SHCBP1	SHCBP1	SHCBP1	SHCBP1
VPS35	VPS35	VPS35	VPS35	VPS35
ORC6	ORC6	ORC6	ORC6	ORC6
MYLK3	MYLK3	MYLK3	MYLK3	MYLK3
C16orf87	C16orf87	C16orf87	C16orf87	C16orf87
GPT2	GPT2	GPT2	GPT2	GPT2
DNAJA2	DNAJA2	DNAJA2	DNAJA2	DNAJA2
NETO2	NETO2	NETO2	NETO2	NETO2
ITFG1	ITFG1	ITFG1	ITFG1	ITFG1
PHKB	PHKB	PHKB	PHKB	PHKB
ABCC12	ABCC12	ABCC12	ABCC12	ABCC12
ABCC11	ABCC11	ABCC11	ABCC11	ABCC11
LONP2	LONP2	LONP2	LONP2	LONP2
SIAH1	SIAH1	SIAH1	SIAH1	SIAH1
CBLN1	CBLN1	CBLN1	CBLN1	CBLN1
C16orf78	C16orf78	C16orf78	C16orf78	C16orf78
HEATR3	HEATR3	HEATR3	HEATR3	HEATR3
ADCY7	ADCY7	ADCY7	ADCY7	ADCY7
BRD7	BRD7	BRD7	BRD7	BRD7
NKD1	NKD1	NKD1	NKD1	NKD1
SNX20	SNX20	SNX20	SNX20	SNX20
NOD2	NOD2	NOD2	NOD2	NOD2
SALL1	SALL1	SALL1	SALL1	SALL1
RBL2	RBL2	RBL2	RBL2	RBL2
AKTIP	AKTIP	AKTIP	AKTIP	AKTIP
IRX3	IRX3	IRX3	IRX3	IRX3
IRX5	IRX5	IRX5	IRX5	IRX5
MMP2	MMP2	MMP2	MMP2	MMP2
LPCAT2	LPCAT2	LPCAT2	LPCAT2	LPCAT2
SLC6A2	SLC6A2	SLC6A2	SLC6A2	SLC6A2
CES5A	CES5A	CES5A	CES5A	CES5A
GNAO1	GNAO1	GNAO1	GNAO1	GNAO1
AMFR	AMFR	AMFR	AMFR	AMFR
NUDT21	NUDT21	NUDT21	NUDT21	NUDT21
OGFOD1	OGFOD1	OGFOD1	OGFOD1	OGFOD1
MT3	MT3	MT3	MT3	MT3
MT2A	MT2A	MT2A	MT2A	MT2A
MT1E	MT1E	MT1E	MT1E	MT1E
MT1B	MT1B	MT1B	MT1B	MT1B
MT1G	MT1G	MT1G	MT1G	MT1G
MT1H	MT1H	MT1H	MT1H	MT1H
MT1X	MT1X	MT1X	MT1X	MT1X
NUP93	NUP93	NUP93	NUP93	NUP93
SLC12A3	SLC12A3	SLC12A3	SLC12A3	SLC12A3
HERPUD1	HERPUD1	HERPUD1	HERPUD1	HERPUD1
CETP	CETP	CETP	CETP	CETP
NLRC5	NLRC5	NLRC5	NLRC5	NLRC5
CPNE2	CPNE2	CPNE2	CPNE2	CPNE2
RSPRY1	RSPRY1	RSPRY1	RSPRY1	RSPRY1
ARL2BP	ARL2BP	ARL2BP	ARL2BP	ARL2BP
PLLP	PLLP	PLLP	PLLP	PLLP
CCL22	CCL22	CCL22	CCL22	CCL22
CX3CL1	CX3CL1	CX3CL1	CX3CL1	CX3CL1
CCL17	CCL17	CCL17	CCL17	CCL17
CIAPIN1	CIAPIN1	CIAPIN1	CIAPIN1	CIAPIN1
POLR2C	POLR2C	POLR2C	POLR2C	POLR2C
DOK4	DOK4	DOK4	DOK4	DOK4
CCDC102A	CCDC102A	CCDC102A	CCDC102A	CCDC102A
GPR114	GPR114	GPR114	GPR114	GPR114
GPR97	GPR97	GPR97	GPR97	GPR97
CCDC135	CCDC135	CCDC135	CCDC135	CCDC135
KATNB1	KATNB1	KATNB1	KATNB1	KATNB1
KIFC3	KIFC3	KIFC3	KIFC3	KIFC3
TEPP	TEPP	TEPP	TEPP	TEPP
C16orf57	USB1	USB1	USB1	USB1
MMP15	MMP15	MMP15	MMP15	MMP15
C16orf80	C16orf80	C16orf80	C16orf80	C16orf80
CSNK2A2	CSNK2A2	CSNK2A2	CSNK2A2	CSNK2A2
CCDC113	CCDC113	CCDC113	CCDC113	CCDC113
GINS3	GINS3	GINS3	GINS3	GINS3
NDRG4	NDRG4	NDRG4	NDRG4	NDRG4
SETD6	SETD6	SETD6	SETD6	SETD6
CNOT1	CNOT1	CNOT1	CNOT1	CNOT1
SLC38A7	SLC38A7	SLC38A7	SLC38A7	SLC38A7
GOT2	GOT2	GOT2	GOT2	GOT2
CDH8	CDH8	CDH8	CDH8	CDH8
CDH11	CDH11	CDH11	CDH11	CDH11
CDH5	CDH5	CDH5	CDH5	CDH5
TK2	TK2	TK2	TK2	TK2
CKLF	CKLF	CKLF	CKLF	CKLF
CMTM1	CMTM1	CMTM1	CMTM1	CMTM1
CMTM2	CMTM2	CMTM2	CMTM2	CMTM2
CMTM3	CMTM3	CMTM3	CMTM3	CMTM3
CMTM4	CMTM4	CMTM4	CMTM4	CMTM4
DYNC1LI2	DYNC1LI2	DYNC1LI2	DYNC1LI2	DYNC1LI2
NAE1	NAE1	NAE1	NAE1	NAE1
CA7	CA7	CA7	CA7	CA7
PDP2	PDP2	PDP2	PDP2	PDP2
CDH16	CDH16	CDH16	CDH16	CDH16
RRAD	RRAD	RRAD	RRAD	RRAD
CES2	CES2	CES2	CES2	CES2
CES3	CES3	CES3	CES3	CES3
CBFB	CBFB	CBFB	CBFB	CBFB
C16orf70	C16orf70	C16orf70	C16orf70	C16orf70
TRADD	TRADD	TRADD	TRADD	TRADD
FBXL8	FBXL8	FBXL8	FBXL8	FBXL8
EXOC3L1	EXOC3L1	EXOC3L1	EXOC3L1	EXOC3L1
ELMO3	ELMO3	ELMO3	ELMO3	ELMO3
FHOD1	FHOD1	FHOD1	FHOD1	FHOD1
TPPP3	TPPP3	TPPP3	TPPP3	TPPP3
ZDHHC1	ZDHHC1	ZDHHC1	ZDHHC1	ZDHHC1
HSD11B2	HSD11B2	HSD11B2	HSD11B2	HSD11B2
ATP6V0D1	ATP6V0D1	ATP6V0D1	ATP6V0D1	ATP6V0D1
AGRP	AGRP	AGRP	AGRP	AGRP
FAM65A	FAM65A	FAM65A	FAM65A	FAM65A
CTCF	CTCF	CTCF	CTCF	CTCF
ACD	ACD	ACD	ACD	ACD
PARD6A	PARD6A	PARD6A	PARD6A	PARD6A
C16orf48	ENKD1	ENKD1	ENKD1	ENKD1
GFOD2	GFOD2	GFOD2	GFOD2	GFOD2
TSNAXIP1	TSNAXIP1	TSNAXIP1	TSNAXIP1	TSNAXIP1
THAP11	THAP11	THAP11	THAP11	THAP11
NUTF2	NUTF2	NUTF2	NUTF2	NUTF2
EDC4	EDC4	EDC4	EDC4	EDC4
NRN1L	NRN1L	NRN1L	NRN1L	NRN1L
PSKH1	PSKH1	PSKH1	PSKH1	PSKH1
CTRL	CTRL	CTRL	CTRL	CTRL
PSMB10	PSMB10	PSMB10	PSMB10	PSMB10
LCAT	LCAT	LCAT	LCAT	LCAT
SLC12A4	SLC12A4	SLC12A4	SLC12A4	SLC12A4
DPEP3	DPEP3	DPEP3	DPEP3	DPEP3
DPEP2	DPEP2	DPEP2	DPEP2	DPEP2
DDX28	DDX28	DDX28	DDX28	DDX28
DUS2L	DUS2L	DUS2	DUS2	DUS2
NFATC3	NFATC3	NFATC3	NFATC3	NFATC3
ESRP2	ESRP2	ESRP2	ESRP2	ESRP2
PLA2G15	PLA2G15	PLA2G15	PLA2G15	PLA2G15
SLC7A6OS	SLC7A6OS	SLC7A6OS	SLC7A6OS	SLC7A6OS
PRMT7	PRMT7	PRMT7	PRMT7	PRMT7
SMPD3	SMPD3	SMPD3	SMPD3	SMPD3
CDH3	CDH3	CDH3	CDH3	CDH3
CDH1	CDH1	CDH1	CDH1	CDH1
HAS3	HAS3	HAS3	HAS3	HAS3
CIRH1A	CIRH1A	CIRH1A	CIRH1A	CIRH1A
SNTB2	SNTB2	SNTB2	SNTB2	SNTB2
PDF	PDF	PDF	PDF	PDF
COG8	COG8	COG8	COG8	COG8
NIP7	NIP7	NIP7	NIP7	NIP7
TMED6	TMED6	TMED6	TMED6	TMED6
TERF2	TERF2	TERF2	TERF2	TERF2
CYB5B	CYB5B	CYB5B	CYB5B	CYB5B
NFAT5	NFAT5	NFAT5	NFAT5	NFAT5
NQO1	NQO1	NQO1	NQO1	NQO1
NOB1	NOB1	NOB1	NOB1	NOB1
WWP2	WWP2	WWP2	WWP2	WWP2
CLEC18A	CLEC18A	CLEC18A	CLEC18A	CLEC18A
EXOSC6	EXOSC6	EXOSC6	EXOSC6	EXOSC6
DDX19B	DDX19B	DDX19B	DDX19B	DDX19B
DDX19A	DDX19A	DDX19A	DDX19A	DDX19A
ST3GAL2	ST3GAL2	ST3GAL2	ST3GAL2	ST3GAL2
FUK	FUK	FUK	FUK	FUK
COG4	COG4	COG4	COG4	COG4
SF3B3	SF3B3	SF3B3	SF3B3	SF3B3
IL34	IL34	IL34	IL34	IL34
VAC14	VAC14	VAC14	VAC14	VAC14
HYDIN	HYDIN	HYDIN	HYDIN	HYDIN
FTSJD1	FTSJD1	CMTR2	CMTR2	CMTR2
CALB2	CALB2	CALB2	CALB2	CALB2
ZNF23	ZNF23	ZNF23	ZNF23	ZNF23
ZNF19	ZNF19	ZNF19	ZNF19	ZNF19
CHST4	CHST4	CHST4	CHST4	CHST4
TAT	TAT	TAT	TAT	TAT
MARVELD3	MARVELD3	MARVELD3	MARVELD3	MARVELD3
IST1	IST1	IST1	IST1	IST1
TXNL4B	TXNL4B	TXNL4B	TXNL4B	TXNL4B
DHX38	DHX38	DHX38	DHX38	DHX38
ZFHX3	ZFHX3	ZFHX3	ZFHX3	ZFHX3
PSMD7	PSMD7	PSMD7	PSMD7	PSMD7
FA2H	FA2H	FA2H	FA2H	FA2H
ZNRF1	ZNRF1	ZNRF1	ZNRF1	ZNRF1
LDHD	LDHD	LDHD	LDHD	LDHD
ZFP1	ZFP1	ZFP1	ZFP1	ZFP1
BCAR1	BCAR1	BCAR1	BCAR1	BCAR1
CFDP1	CFDP1	CFDP1	CFDP1	CFDP1
TMEM170A	TMEM170A	TMEM170A	TMEM170A	TMEM170A
CHST6	CHST6	CHST6	CHST6	CHST6
CHST5	CHST5	CHST5	CHST5	CHST5
GABARAPL2	GABARAPL2	GABARAPL2	GABARAPL2	GABARAPL2
ADAT1	ADAT1	ADAT1	ADAT1	ADAT1
KARS	KARS	KARS	KARS	KARS
CNTNAP4	CNTNAP4	CNTNAP4	CNTNAP4	CNTNAP4
MON1B	MON1B	MON1B	MON1B	MON1B
ADAMTS18	ADAMTS18	ADAMTS18	ADAMTS18	ADAMTS18
CLEC3A	CLEC3A	CLEC3A	CLEC3A	CLEC3A
MAF	MAF	MAF	MAF	MAF
DYNLRB2	DYNLRB2	DYNLRB2	DYNLRB2	DYNLRB2
CMC2	CMC2	CMC2	CMC2	CMC2
CENPN	CENPN	CENPN	CENPN	CENPN
C16orf46	C16orf46	C16orf46	C16orf46	C16orf46
GCSH	GCSH	GCSH	GCSH	GCSH
BCMO1	BCMO1	BCMO1	BCMO1	BCMO1
GAN	GAN	GAN	GAN	GAN
HSD17B2	HSD17B2	HSD17B2	HSD17B2	HSD17B2
MPHOSPH6	MPHOSPH6	MPHOSPH6	MPHOSPH6	MPHOSPH6
OSGIN1	OSGIN1	OSGIN1	OSGIN1	OSGIN1
NECAB2	NECAB2	NECAB2	NECAB2	NECAB2
MBTPS1	MBTPS1	MBTPS1	MBTPS1	MBTPS1
HSDL1	HSDL1	HSDL1	HSDL1	HSDL1
DNAAF1	DNAAF1	DNAAF1	DNAAF1	DNAAF1
ADAD2	ADAD2	ADAD2	ADAD2	ADAD2
KCNG4	KCNG4	KCNG4	KCNG4	KCNG4
